__RTS_FN_NS_MATH_FLOOR	module = "math", value = "floor"	__rtsm_math_floor
__RTS_FN_NS_MATH_CEIL	module = "math", value = "ceil"	__rtsm_math_ceil
__RTS_FN_NS_MATH_ROUND	module = "math", value = "round"	__rtsm_math_round
__RTS_FN_NS_MATH_TRUNC	module = "math", value = "trunc"	__rtsm_math_trunc
__RTS_FN_NS_MATH_SQRT	module = "math", value = "sqrt"	__rtsm_math_sqrt
__RTS_FN_NS_MATH_CBRT	module = "math", value = "cbrt"	__rtsm_math_cbrt
__RTS_FN_NS_MATH_POW	module = "math", value = "pow"	__rtsm_math_pow
__RTS_FN_NS_MATH_EXP	module = "math", value = "exp"	__rtsm_math_exp
__RTS_FN_NS_MATH_LN	module = "math", value = "ln"	__rtsm_math_ln
__RTS_FN_NS_MATH_LOG2	module = "math", value = "log2"	__rtsm_math_log2
__RTS_FN_NS_MATH_LOG10	module = "math", value = "log10"	__rtsm_math_log10
__RTS_FN_NS_MATH_SIGN	module = "math", value = "sign"	__rtsm_math_sign
__RTS_FN_NS_MATH_HYPOT	module = "math", value = "hypot"	__rtsm_math_hypot
__RTS_FN_NS_MATH_EXPM1	module = "math", value = "expm1"	__rtsm_math_expm1
__RTS_FN_NS_MATH_LOG1P	module = "math", value = "log1p"	__rtsm_math_log1p
__RTS_FN_NS_MATH_FROUND	module = "math", value = "fround"	__rtsm_math_fround
__RTS_FN_NS_MATH_F16ROUND	module = "math", value = "f16round"	__rtsm_math_f16round
__RTS_FN_NS_MATH_SINH	module = "math", value = "sinh"	__rtsm_math_sinh
__RTS_FN_NS_MATH_COSH	module = "math", value = "cosh"	__rtsm_math_cosh
__RTS_FN_NS_MATH_TANH	module = "math", value = "tanh"	__rtsm_math_tanh
__RTS_FN_NS_MATH_ASINH	module = "math", value = "asinh"	__rtsm_math_asinh
__RTS_FN_NS_MATH_ACOSH	module = "math", value = "acosh"	__rtsm_math_acosh
__RTS_FN_NS_MATH_ATANH	module = "math", value = "atanh"	__rtsm_math_atanh
__RTS_FN_NS_MATH_IMUL	module = "math", value = "imul"	__rtsm_math_imul
__RTS_FN_NS_MATH_CLZ32	module = "math", value = "clz32"	__rtsm_math_clz32
__RTS_FN_NS_MATH_ABS_F64	module = "math", value = "abs_f64"	__rtsm_math_abs_f64
__RTS_FN_NS_MATH_ABS_I64	module = "math", value = "abs_i64"	__rtsm_math_abs_i64
__RTS_FN_NS_MATH_SIN	module = "math", value = "sin"	__rtsm_math_sin
__RTS_FN_NS_MATH_COS	module = "math", value = "cos"	__rtsm_math_cos
__RTS_FN_NS_MATH_TAN	module = "math", value = "tan"	__rtsm_math_tan
