__RTS_FN_NS_REGEX_COMPILE	module = "regex", value = "compile"	__rtsm_regex_compile
__RTS_FN_NS_REGEX_FREE	module = "regex", value = "free"	__rtsm_regex_free
__RTS_FN_NS_REGEX_TEST	module = "regex", value = "test"	__rtsm_regex_test
__RTS_FN_NS_REGEX_FIND	module = "regex", value = "find"	__rtsm_regex_find
__RTS_FN_NS_REGEX_FIND_AT	module = "regex", value = "find_at"	__rtsm_regex_find_at
__RTS_FN_NS_REGEX_REPLACE	module = "regex", value = "replace"	__rtsm_regex_replace
__RTS_FN_NS_REGEX_REPLACE_ALL	module = "regex", value = "replace_all"	__rtsm_regex_replace_all
__RTS_FN_NS_REGEX_MATCH_COUNT	module = "regex", value = "match_count"	__rtsm_regex_match_count
__RTS_FN_NS_REGEX_SPLIT	module = "regex", value = "split"	__rtsm_regex_split
__RTS_FN_NS_REGEX_MATCH_ALL	module = "regex", value = "match_all"	__rtsm_regex_match_all
__RTS_FN_NS_REGEX_MATCH_GROUPS	module = "regex", value = "match_groups"	__rtsm_regex_match_groups
__RTS_FN_NS_MEM_SIZE_OF_I64	module = "mem", value = "size_of_i64"	__rtsm_mem_size_of_i64
__RTS_FN_NS_MEM_SIZE_OF_F64	module = "mem", value = "size_of_f64"	__rtsm_mem_size_of_f64
__RTS_FN_NS_MEM_SIZE_OF_I32	module = "mem", value = "size_of_i32"	__rtsm_mem_size_of_i32
__RTS_FN_NS_MEM_SIZE_OF_BOOL	module = "mem", value = "size_of_bool"	__rtsm_mem_size_of_bool
__RTS_FN_NS_MEM_ALIGN_OF_I64	module = "mem", value = "align_of_i64"	__rtsm_mem_align_of_i64
__RTS_FN_NS_MEM_ALIGN_OF_F64	module = "mem", value = "align_of_f64"	__rtsm_mem_align_of_f64
__RTS_FN_NS_MEM_SWAP_I64	module = "mem", value = "swap_i64"	__rtsm_mem_swap_i64
__RTS_FN_NS_MEM_DROP_HANDLE	module = "mem", value = "drop_handle"	__rtsm_mem_drop_handle
__RTS_FN_NS_MEM_FORGET_HANDLE	module = "mem", value = "forget_handle"	__rtsm_mem_forget_handle
__RTS_FN_NS_MEM_REPLACE_I64	module = "mem", value = "replace_i64"	__rtsm_mem_replace_i64
__RTS_FN_NS_FMT_PARSE_I64	module = "fmt", value = "parse_i64"	__rtsm_fmt_parse_i64
__RTS_FN_NS_FMT_PARSE_F64	module = "fmt", value = "parse_f64"	__rtsm_fmt_parse_f64
__RTS_FN_NS_FMT_PARSE_BOOL	module = "fmt", value = "parse_bool"	__rtsm_fmt_parse_bool
__RTS_FN_NS_FMT_FMT_I64	module = "fmt", value = "fmt_i64"	__rtsm_fmt_fmt_i64
__RTS_FN_NS_FMT_FMT_F64	module = "fmt", value = "fmt_f64"	__rtsm_fmt_fmt_f64
__RTS_FN_NS_FMT_FMT_BOOL	module = "fmt", value = "fmt_bool"	__rtsm_fmt_fmt_bool
__RTS_FN_NS_FMT_FMT_HEX	module = "fmt", value = "fmt_hex"	__rtsm_fmt_fmt_hex
__RTS_FN_NS_FMT_FMT_BIN	module = "fmt", value = "fmt_bin"	__rtsm_fmt_fmt_bin
__RTS_FN_NS_FMT_FMT_OCT	module = "fmt", value = "fmt_oct"	__rtsm_fmt_fmt_oct
__RTS_FN_NS_FMT_FMT_F64_PREC	module = "fmt", value = "fmt_f64_prec"	__rtsm_fmt_fmt_f64_prec
__RTS_FN_NS_PATH_JOIN	module = "path", value = "join"	__rtsm_path_join
__RTS_FN_NS_PATH_PARENT	module = "path", value = "parent"	__rtsm_path_parent
__RTS_FN_NS_PATH_FILE_NAME	module = "path", value = "file_name"	__rtsm_path_file_name
__RTS_FN_NS_PATH_STEM	module = "path", value = "stem"	__rtsm_path_stem
__RTS_FN_NS_PATH_EXT	module = "path", value = "ext"	__rtsm_path_ext
__RTS_FN_NS_PATH_IS_ABSOLUTE	module = "path", value = "is_absolute"	__rtsm_path_is_absolute
__RTS_FN_NS_PATH_NORMALIZE	module = "path", value = "normalize"	__rtsm_path_normalize
__RTS_FN_NS_PATH_WITH_EXT	module = "path", value = "with_ext"	__rtsm_path_with_ext
__RTS_FN_NS_TRACE_PUSH_FRAME	module = "trace", value = "push_frame"	__rtsm_trace_push_frame
__RTS_FN_NS_TRACE_POP_FRAME	module = "trace", value = "pop_frame"	__rtsm_trace_pop_frame
__RTS_FN_NS_TRACE_CAPTURE	module = "trace", value = "capture"	__rtsm_trace_capture
__RTS_FN_NS_TRACE_PRINT	module = "trace", value = "print"	__rtsm_trace_print
__RTS_FN_NS_TRACE_DEPTH	module = "trace", value = "depth"	__rtsm_trace_depth
__RTS_FN_NS_TRACE_FREE	module = "trace", value = "free"	__rtsm_trace_free
__RTS_FN_NS_HINT_SPIN_LOOP	module = "hint", value = "spin_loop"	__rtsm_hint_spin_loop
__RTS_FN_NS_HINT_BLACK_BOX_I64	module = "hint", value = "black_box_i64"	__rtsm_hint_black_box_i64
__RTS_FN_NS_HINT_BLACK_BOX_F64	module = "hint", value = "black_box_f64"	__rtsm_hint_black_box_f64
__RTS_FN_NS_HINT_UNREACHABLE	module = "hint", value = "unreachable"	__rtsm_hint_unreachable
__RTS_FN_NS_HINT_ASSERT_UNCHECKED	module = "hint", value = "assert_unchecked"	__rtsm_hint_assert_unchecked
__RTS_FN_GL_USP_GET_ALL	global = "URLSearchParams", value = "getAll"	__rtsm_global_URLSearchParams_getAll
__RTS_FN_GL_USP_KEYS	global = "URLSearchParams", value = "keys"	__rtsm_global_URLSearchParams_keys
